deviceCPUCyles,deviceCost,lbExecTime,lbFailureProb,serviceCost,serviceFailureProb,d1Services,d2Services,d3Services,scenario,policy,model,cost,executionTime,probSuccessfulExecution,policy_config
118,20,47,23,2,50,6,1,2,644,303,archexploration,78,57,68,6_1_2
125,2,20,33,1,34,6,1,2,645,303,archexploration,15,34,65,6_1_2
104,26,28,36,2,38,6,1,2,646,303,archexploration,96,39,61,6_1_2
139,18,22,42,5,19,6,1,2,647,303,archexploration,99,41,58,6_1_2
148,12,29,33,1,24,6,1,2,648,303,archexploration,45,48,67,6_1_2
117,3,10,11,3,26,6,1,2,649,303,archexploration,36,25,88,6_1_2
114,30,17,25,3,10,6,1,2,650,303,archexploration,117,35,75,6_1_2
100,21,13,42,3,34,6,1,2,651,303,archexploration,90,24,56,6_1_2
124,20,44,28,3,44,6,1,2,652,303,archexploration,87,56,66,6_1_2
120,3,18,27,3,49,6,1,2,653,303,archexploration,36,29,65,6_1_2
138,34,17,31,4,35,6,1,2,654,303,archexploration,138,32,67,6_1_2
134,2,23,49,3,42,6,1,2,655,303,archexploration,33,36,48,6_1_2
116,11,48,49,2,39,6,1,2,656,303,archexploration,51,60,48,6_1_2
121,33,45,32,3,33,6,1,2,657,303,archexploration,126,59,66,6_1_2
137,6,18,12,5,46,6,1,2,658,303,archexploration,63,31,80,6_1_2
119,10,21,40,1,20,6,1,2,659,303,archexploration,39,37,60,6_1_2
133,39,22,25,2,13,6,1,2,660,303,archexploration,135,42,75,6_1_2
112,40,24,31,5,45,6,1,2,661,303,archexploration,165,35,63,6_1_2
108,24,13,19,2,30,6,1,2,662,303,archexploration,90,26,79,6_1_2
139,35,43,35,4,32,6,1,2,663,303,archexploration,141,59,63,6_1_2
104,17,19,26,2,28,6,1,2,664,303,archexploration,69,32,73,6_1_2
112,38,38,34,2,25,6,1,2,665,303,archexploration,132,52,65,6_1_2
115,24,12,40,5,15,6,1,2,666,303,archexploration,117,29,60,6_1_2
143,20,41,39,1,44,6,1,2,667,303,archexploration,69,55,56,6_1_2
124,28,39,26,4,13,6,1,2,668,303,archexploration,120,57,74,6_1_2
100,10,11,13,3,17,6,1,2,669,303,archexploration,57,25,87,6_1_2
135,11,47,17,5,20,6,1,2,670,303,archexploration,78,65,83,6_1_2
112,9,17,35,5,32,6,1,2,671,303,archexploration,72,30,63,6_1_2
116,26,30,31,1,40,6,1,2,672,303,archexploration,87,42,65,6_1_2
146,28,25,50,2,35,6,1,2,673,303,archexploration,102,41,48,6_1_2
137,27,50,47,2,32,6,1,2,674,303,archexploration,99,66,52,6_1_2
125,4,16,39,2,47,6,1,2,675,303,archexploration,30,28,55,6_1_2
100,8,32,24,2,50,6,1,2,676,303,archexploration,42,41,67,6_1_2
122,23,12,25,3,50,6,1,2,677,303,archexploration,96,23,66,6_1_2
142,25,33,32,2,39,6,1,2,678,303,archexploration,93,48,64,6_1_2
108,19,40,15,2,24,6,1,2,679,303,archexploration,75,54,84,6_1_2
121,11,40,45,2,14,6,1,2,680,303,archexploration,51,58,55,6_1_2
137,16,39,24,4,13,6,1,2,681,303,archexploration,84,59,76,6_1_2
100,34,26,42,4,42,6,1,2,682,303,archexploration,138,36,54,6_1_2
106,36,41,17,1,30,6,1,2,683,303,archexploration,117,54,81,6_1_2
115,20,43,21,5,39,6,1,2,684,303,archexploration,105,55,75,6_1_2
102,28,42,24,5,20,6,1,2,685,303,archexploration,129,56,76,6_1_2
149,10,48,20,4,50,6,1,2,686,303,archexploration,66,61,70,6_1_2
111,12,49,36,4,26,6,1,2,687,303,archexploration,72,63,63,6_1_2
140,16,24,27,1,48,6,1,2,688,303,archexploration,57,37,65,6_1_2
115,39,20,50,1,16,6,1,2,689,303,archexploration,126,37,50,6_1_2
143,20,14,17,1,47,6,1,2,690,303,archexploration,69,27,75,6_1_2
132,13,48,38,4,49,6,1,2,691,303,archexploration,75,60,55,6_1_2
118,33,48,17,2,42,6,1,2,692,303,archexploration,117,60,77,6_1_2
104,4,45,26,1,28,6,1,2,693,303,archexploration,21,58,73,6_1_2
131,22,40,40,4,35,6,1,2,694,303,archexploration,102,55,58,6_1_2
142,5,37,33,5,39,6,1,2,695,303,archexploration,60,52,64,6_1_2
120,20,20,19,5,25,6,1,2,696,303,archexploration,105,35,80,6_1_2
118,3,33,32,5,35,6,1,2,697,303,archexploration,54,46,66,6_1_2
145,3,43,41,3,12,6,1,2,698,303,archexploration,36,65,59,6_1_2
115,26,48,38,3,40,6,1,2,699,303,archexploration,105,60,59,6_1_2
125,38,40,37,2,21,6,1,2,700,303,archexploration,132,57,63,6_1_2
137,21,35,44,4,31,6,1,2,701,303,archexploration,99,51,55,6_1_2
128,2,23,22,5,43,6,1,2,702,303,archexploration,51,36,72,6_1_2
132,39,37,40,1,33,6,1,2,703,303,archexploration,126,52,58,6_1_2
107,23,25,44,1,45,6,1,2,704,303,archexploration,78,35,51,6_1_2
108,21,37,43,2,18,6,1,2,705,303,archexploration,81,52,57,6_1_2
111,6,42,15,1,44,6,1,2,706,303,archexploration,27,53,78,6_1_2
113,5,36,34,4,21,6,1,2,707,303,archexploration,51,51,66,6_1_2
137,17,27,21,3,12,6,1,2,708,303,archexploration,78,48,79,6_1_2
110,38,46,32,2,31,6,1,2,709,303,archexploration,132,59,66,6_1_2
107,25,38,10,3,48,6,1,2,710,303,archexploration,102,48,81,6_1_2
139,40,29,32,3,28,6,1,2,711,303,archexploration,147,46,67,6_1_2
138,5,16,39,1,22,6,1,2,712,303,archexploration,24,34,61,6_1_2
140,24,15,43,4,31,6,1,2,713,303,archexploration,108,32,56,6_1_2
138,14,27,22,2,24,6,1,2,714,303,archexploration,60,45,77,6_1_2
108,0,49,13,1,40,6,1,2,715,303,archexploration,9,60,82,6_1_2
131,2,24,39,2,47,6,1,2,716,303,archexploration,24,36,55,6_1_2
124,0,45,30,2,12,6,1,2,717,303,archexploration,18,64,70,6_1_2
127,7,22,26,1,23,6,1,2,718,303,archexploration,30,39,74,6_1_2
113,37,16,15,5,44,6,1,2,719,303,archexploration,156,27,78,6_1_2
102,21,11,38,5,27,6,1,2,720,303,archexploration,108,24,61,6_1_2
135,28,37,38,3,34,6,1,2,721,303,archexploration,111,52,60,6_1_2
105,12,26,46,4,27,6,1,2,722,303,archexploration,72,39,53,6_1_2
133,40,14,28,3,26,6,1,2,723,303,archexploration,147,31,71,6_1_2
150,19,37,24,2,12,6,1,2,724,303,archexploration,75,59,76,6_1_2
130,26,20,22,4,20,6,1,2,725,303,archexploration,114,38,78,6_1_2
100,35,27,29,5,23,6,1,2,726,303,archexploration,150,40,71,6_1_2
130,10,34,30,5,45,6,1,2,727,303,archexploration,75,46,64,6_1_2
119,37,30,14,4,24,6,1,2,728,303,archexploration,147,46,85,6_1_2
133,0,25,27,4,19,6,1,2,729,303,archexploration,36,43,73,6_1_2
119,7,43,21,2,12,6,1,2,730,303,archexploration,39,61,79,6_1_2
145,39,16,32,4,36,6,1,2,731,303,archexploration,153,32,65,6_1_2
132,38,20,22,4,33,6,1,2,732,303,archexploration,150,35,76,6_1_2
140,37,40,39,4,16,6,1,2,733,303,archexploration,147,60,61,6_1_2
130,6,35,50,1,15,6,1,2,734,303,archexploration,27,54,50,6_1_2
139,22,12,17,5,10,6,1,2,735,303,archexploration,111,33,83,6_1_2
129,23,24,44,1,24,6,1,2,736,303,archexploration,78,41,56,6_1_2
112,15,23,39,3,31,6,1,2,737,303,archexploration,72,36,60,6_1_2
102,30,12,18,5,43,6,1,2,738,303,archexploration,135,22,76,6_1_2
140,22,18,14,5,49,6,1,2,739,303,archexploration,111,30,76,6_1_2
142,29,27,11,5,18,6,1,2,740,303,archexploration,132,47,89,6_1_2
149,10,23,36,1,46,6,1,2,741,303,archexploration,39,37,58,6_1_2
122,17,50,41,2,41,6,1,2,742,303,archexploration,69,62,55,6_1_2
111,11,43,29,4,18,6,1,2,743,303,archexploration,69,59,71,6_1_2
146,18,27,43,5,30,6,1,2,744,303,archexploration,99,45,56,6_1_2
119,13,15,13,1,28,6,1,2,745,303,archexploration,48,30,86,6_1_2
108,6,27,10,4,39,6,1,2,746,303,archexploration,54,38,85,6_1_2
145,6,33,14,5,42,6,1,2,747,303,archexploration,63,48,80,6_1_2
119,8,17,42,5,42,6,1,2,748,303,archexploration,69,29,54,6_1_2
117,25,24,34,3,31,6,1,2,749,303,archexploration,102,38,65,6_1_2
126,23,45,19,2,22,6,1,2,750,303,archexploration,87,62,81,6_1_2
107,40,32,48,4,10,6,1,2,751,303,archexploration,156,49,52,6_1_2
110,25,35,20,1,14,6,1,2,752,303,archexploration,84,51,80,6_1_2
141,31,25,14,2,48,6,1,2,753,303,archexploration,111,38,77,6_1_2
110,15,27,47,1,31,6,1,2,754,303,archexploration,54,40,52,6_1_2
139,34,19,28,5,44,6,1,2,755,303,archexploration,147,32,66,6_1_2
144,36,44,17,3,46,6,1,2,756,303,archexploration,135,57,75,6_1_2
147,38,34,23,5,41,6,1,2,757,303,archexploration,159,49,72,6_1_2
102,32,19,41,2,45,6,1,2,758,303,archexploration,114,29,54,6_1_2
137,34,49,24,1,18,6,1,2,759,303,archexploration,111,68,76,6_1_2
148,36,43,44,1,46,6,1,2,760,303,archexploration,117,57,51,6_1_2
144,1,26,50,5,16,6,1,2,761,303,archexploration,48,47,50,6_1_2
129,10,29,27,5,29,6,1,2,762,303,archexploration,75,45,72,6_1_2
136,39,47,13,5,33,6,1,2,763,303,archexploration,162,63,84,6_1_2
140,32,31,21,3,48,6,1,2,764,303,archexploration,123,44,71,6_1_2
134,17,36,46,2,40,6,1,2,765,303,archexploration,69,50,51,6_1_2
113,34,44,14,4,37,6,1,2,766,303,archexploration,138,56,82,6_1_2
148,7,23,48,3,23,6,1,2,767,303,archexploration,48,42,52,6_1_2
105,35,15,29,4,19,6,1,2,768,303,archexploration,141,30,71,6_1_2
128,39,38,43,5,47,6,1,2,769,303,archexploration,162,50,52,6_1_2
123,3,42,15,5,22,6,1,2,770,303,archexploration,54,58,85,6_1_2
128,37,39,27,5,24,6,1,2,771,303,archexploration,156,56,72,6_1_2
133,7,21,46,1,36,6,1,2,772,303,archexploration,30,36,52,6_1_2
147,28,46,41,2,23,6,1,2,773,303,archexploration,102,65,59,6_1_2
144,35,48,26,1,49,6,1,2,774,303,archexploration,114,61,66,6_1_2
113,28,42,46,1,38,6,1,2,775,303,archexploration,93,54,52,6_1_2
126,2,50,40,4,29,6,1,2,776,303,archexploration,42,65,59,6_1_2
111,10,17,42,3,25,6,1,2,777,303,archexploration,57,31,58,6_1_2
117,11,30,37,5,27,6,1,2,778,303,archexploration,78,45,62,6_1_2
138,2,10,22,2,22,6,1,2,779,303,archexploration,24,28,78,6_1_2
131,24,11,36,3,14,6,1,2,780,303,archexploration,99,30,64,6_1_2
144,16,44,25,2,35,6,1,2,781,303,archexploration,66,60,72,6_1_2
135,29,36,48,4,29,6,1,2,782,303,archexploration,123,52,51,6_1_2
123,35,30,20,1,46,6,1,2,783,303,archexploration,114,42,73,6_1_2
103,35,17,36,3,20,6,1,2,784,303,archexploration,132,31,64,6_1_2
126,17,19,18,4,39,6,1,2,785,303,archexploration,87,32,78,6_1_2
148,13,26,47,5,50,6,1,2,786,303,archexploration,84,39,47,6_1_2
125,32,45,17,2,24,6,1,2,787,303,archexploration,114,61,82,6_1_2
127,20,25,48,5,34,6,1,2,788,303,archexploration,105,39,50,6_1_2
122,19,48,10,2,27,6,1,2,789,303,archexploration,75,63,89,6_1_2
105,36,24,40,5,22,6,1,2,790,303,archexploration,153,38,60,6_1_2
144,27,15,30,2,44,6,1,2,791,303,archexploration,99,29,65,6_1_2
135,4,13,16,1,45,6,1,2,792,303,archexploration,21,26,77,6_1_2
143,34,41,12,4,42,6,1,2,793,303,archexploration,138,55,82,6_1_2
116,9,39,29,1,20,6,1,2,794,303,archexploration,36,55,71,6_1_2
123,9,40,12,5,33,6,1,2,795,303,archexploration,72,54,85,6_1_2
146,15,32,16,5,25,6,1,2,796,303,archexploration,90,51,83,6_1_2
140,33,45,47,2,13,6,1,2,797,303,archexploration,117,66,53,6_1_2
124,21,49,22,3,37,6,1,2,798,303,archexploration,90,63,75,6_1_2
104,35,16,44,4,21,6,1,2,799,303,archexploration,141,30,56,6_1_2
136,33,38,28,4,20,6,1,2,800,303,archexploration,135,57,72,6_1_2
122,6,40,45,3,35,6,1,2,801,303,archexploration,45,54,53,6_1_2
134,29,16,32,1,40,6,1,2,802,303,archexploration,96,30,64,6_1_2
124,30,44,43,3,25,6,1,2,803,303,archexploration,117,60,57,6_1_2
131,21,49,28,3,27,6,1,2,804,303,archexploration,90,65,71,6_1_2
106,35,25,25,3,45,6,1,2,805,303,archexploration,132,35,69,6_1_2
106,7,18,38,3,25,6,1,2,806,303,archexploration,48,32,62,6_1_2
121,9,40,20,1,22,6,1,2,807,303,archexploration,36,56,80,6_1_2
146,31,17,50,4,38,6,1,2,808,303,archexploration,129,33,48,6_1_2
122,35,20,47,3,14,6,1,2,809,303,archexploration,132,38,53,6_1_2
114,11,45,12,1,13,6,1,2,810,303,archexploration,42,62,88,6_1_2
122,18,11,12,3,11,6,1,2,811,303,archexploration,81,30,88,6_1_2
134,29,29,20,1,30,6,1,2,812,303,archexploration,96,45,78,6_1_2
130,12,19,44,1,17,6,1,2,813,303,archexploration,45,37,56,6_1_2
101,31,48,45,4,11,6,1,2,814,303,archexploration,129,63,55,6_1_2
147,10,50,34,1,45,6,1,2,815,303,archexploration,39,64,60,6_1_2
101,40,46,21,5,35,6,1,2,816,303,archexploration,165,57,76,6_1_2
141,18,44,49,5,35,6,1,2,817,303,archexploration,99,60,49,6_1_2
136,39,10,18,1,31,6,1,2,818,303,archexploration,126,26,80,6_1_2
121,40,14,34,5,22,6,1,2,819,303,archexploration,165,30,66,6_1_2
136,8,21,24,2,47,6,1,2,820,303,archexploration,42,34,69,6_1_2
111,27,42,23,1,13,6,1,2,821,303,archexploration,90,59,77,6_1_2
128,2,28,49,1,17,6,1,2,822,303,archexploration,15,46,51,6_1_2
142,14,29,10,5,32,6,1,2,823,303,archexploration,87,46,88,6_1_2
127,4,34,21,2,43,6,1,2,824,303,archexploration,30,47,73,6_1_2
136,26,15,39,1,48,6,1,2,825,303,archexploration,87,27,55,6_1_2
109,17,33,36,4,35,6,1,2,826,303,archexploration,87,45,62,6_1_2
145,15,50,46,5,16,6,1,2,827,303,archexploration,90,71,54,6_1_2
143,26,11,23,1,15,6,1,2,828,303,archexploration,87,32,77,6_1_2
141,34,36,13,4,31,6,1,2,829,303,archexploration,138,53,85,6_1_2
113,26,22,26,2,13,6,1,2,830,303,archexploration,96,39,74,6_1_2
149,7,17,23,1,32,6,1,2,831,303,archexploration,30,34,75,6_1_2
106,37,10,48,1,30,6,1,2,832,303,archexploration,120,23,51,6_1_2
105,5,43,16,3,12,6,1,2,833,303,archexploration,42,59,84,6_1_2
122,20,37,32,2,48,6,1,2,834,303,archexploration,78,48,61,6_1_2
122,9,24,43,5,19,6,1,2,835,303,archexploration,72,41,57,6_1_2
128,25,25,50,2,23,6,1,2,836,303,archexploration,93,42,50,6_1_2
128,30,42,10,2,18,6,1,2,837,303,archexploration,108,60,90,6_1_2
105,1,22,16,5,11,6,1,2,838,303,archexploration,48,38,84,6_1_2
125,36,13,14,3,17,6,1,2,839,303,archexploration,135,31,86,6_1_2
114,17,27,17,5,49,6,1,2,840,303,archexploration,96,37,74,6_1_2
107,14,11,28,5,30,6,1,2,841,303,archexploration,87,24,71,6_1_2
125,28,28,48,2,40,6,1,2,842,303,archexploration,102,41,49,6_1_2
109,23,49,27,5,18,6,1,3,343,304,archexploration,119,64,73,6_1_3
138,15,18,22,4,10,6,1,3,344,304,archexploration,85,39,78,6_1_3
104,21,44,30,3,48,6,1,3,345,304,archexploration,93,54,63,6_1_3
109,12,11,15,3,36,6,1,3,346,304,archexploration,66,23,82,6_1_3
147,13,11,18,1,27,6,1,3,347,304,archexploration,49,29,81,6_1_3
116,38,16,21,5,37,6,1,3,348,304,archexploration,164,29,75,6_1_3
101,3,32,28,1,34,6,1,3,349,304,archexploration,19,44,70,6_1_3
110,40,36,11,3,21,6,1,3,350,304,archexploration,150,51,89,6_1_3
135,23,36,35,3,37,6,1,3,351,304,archexploration,99,51,62,6_1_3
134,18,38,43,3,34,6,1,3,352,304,archexploration,84,53,55,6_1_3
109,25,32,41,4,28,6,1,3,353,304,archexploration,115,46,58,6_1_3
129,37,49,26,4,50,6,1,3,354,304,archexploration,151,60,65,6_1_3
122,1,18,13,5,14,6,1,3,355,304,archexploration,53,36,87,6_1_3
127,32,34,36,5,49,6,1,3,356,304,archexploration,146,45,57,6_1_3
147,37,44,19,2,29,6,1,3,357,304,archexploration,131,62,80,6_1_3
134,20,38,11,4,16,6,1,3,358,304,archexploration,100,57,89,6_1_3
146,31,16,37,1,50,6,1,3,359,304,archexploration,103,29,56,6_1_3
108,20,37,47,3,47,6,1,3,360,304,archexploration,90,47,48,6_1_3
124,15,30,47,2,15,6,1,3,361,304,archexploration,65,48,53,6_1_3
111,15,38,16,2,15,6,1,3,362,304,archexploration,65,54,84,6_1_3
130,14,14,23,3,25,6,1,3,363,304,archexploration,72,31,76,6_1_3
108,23,42,43,3,28,6,1,3,364,304,archexploration,99,55,56,6_1_3
112,4,27,11,3,20,6,1,3,365,304,archexploration,42,42,89,6_1_3
140,4,41,19,4,39,6,1,3,366,304,archexploration,52,56,77,6_1_3
140,31,12,26,3,23,6,1,3,367,304,archexploration,123,30,74,6_1_3
120,4,44,13,4,22,6,1,3,368,304,archexploration,52,60,87,6_1_3
112,38,22,40,4,36,6,1,3,369,304,archexploration,154,34,58,6_1_3
126,18,39,23,3,17,6,1,3,370,304,archexploration,84,57,77,6_1_3
112,9,45,34,3,25,6,1,3,371,304,archexploration,57,59,65,6_1_3
130,27,27,16,5,18,6,1,3,372,304,archexploration,131,45,84,6_1_3
103,8,28,12,2,28,6,1,3,373,304,archexploration,44,41,87,6_1_3
149,22,37,45,1,38,6,1,3,374,304,archexploration,76,53,52,6_1_3
145,28,21,11,1,50,6,1,3,375,304,archexploration,94,34,78,6_1_3
105,17,32,25,4,41,6,1,3,376,304,archexploration,91,43,70,6_1_3
119,9,43,21,4,34,6,1,3,377,304,archexploration,67,57,76,6_1_3
118,18,47,30,4,11,6,1,3,378,304,archexploration,94,65,70,6_1_3
101,14,15,33,2,45,6,1,3,379,304,archexploration,62,25,61,6_1_3
116,3,22,37,5,17,6,1,3,380,304,archexploration,59,39,63,6_1_3
121,30,17,30,4,14,6,1,3,381,304,archexploration,130,35,70,6_1_3
111,4,30,27,5,19,6,1,3,382,304,archexploration,62,45,73,6_1_3
117,21,50,12,4,33,6,1,3,383,304,archexploration,103,64,85,6_1_3
143,1,17,36,2,24,6,1,3,384,304,archexploration,23,36,64,6_1_3
144,12,38,35,3,39,6,1,3,385,304,archexploration,66,53,62,6_1_3
106,12,11,43,1,29,6,1,3,386,304,archexploration,46,24,56,6_1_3
102,12,16,11,1,24,6,1,3,387,304,archexploration,46,29,88,6_1_3
118,18,21,26,4,13,6,1,3,388,304,archexploration,94,39,74,6_1_3
117,8,28,39,5,40,6,1,3,389,304,archexploration,74,40,58,6_1_3
106,29,21,28,1,32,6,1,3,390,304,archexploration,97,34,70,6_1_3
109,34,12,11,3,26,6,1,3,391,304,archexploration,132,26,88,6_1_3
120,8,49,29,1,41,6,1,3,392,304,archexploration,34,61,67,6_1_3
142,15,43,41,4,19,6,1,3,393,304,archexploration,85,63,59,6_1_3
111,31,29,24,2,30,6,1,3,394,304,archexploration,113,42,74,6_1_3
118,1,12,24,5,16,6,1,3,395,304,archexploration,53,29,76,6_1_3
147,17,46,13,1,48,6,1,3,396,304,archexploration,61,59,78,6_1_3
145,15,10,33,1,15,6,1,3,397,304,archexploration,55,31,67,6_1_3
122,25,44,37,1,31,6,1,3,398,304,archexploration,85,59,62,6_1_3
108,5,27,41,4,19,6,1,3,399,304,archexploration,55,42,59,6_1_3
120,5,18,22,4,48,6,1,3,400,304,archexploration,55,29,70,6_1_3
136,19,39,35,1,37,6,1,3,401,304,archexploration,67,54,62,6_1_3
123,7,34,42,1,47,6,1,3,402,304,archexploration,31,45,52,6_1_3
101,26,30,41,2,28,6,1,3,403,304,archexploration,98,43,58,6_1_3
129,17,31,50,3,13,6,1,3,404,304,archexploration,81,50,50,6_1_3
115,21,25,43,2,33,6,1,3,405,304,archexploration,83,38,55,6_1_3
116,26,21,19,4,36,6,1,3,406,304,archexploration,118,34,78,6_1_3
119,33,15,44,4,22,6,1,3,407,304,archexploration,139,31,56,6_1_3
129,1,25,34,2,29,6,1,3,408,304,archexploration,23,41,65,6_1_3
105,29,35,29,2,26,6,1,3,409,304,archexploration,107,48,70,6_1_3
115,24,40,21,5,23,6,1,3,410,304,archexploration,122,55,79,6_1_3
132,38,26,44,3,36,6,1,3,411,304,archexploration,144,41,54,6_1_3
148,39,24,19,1,25,6,1,3,412,304,archexploration,127,43,80,6_1_3
141,33,30,10,3,14,6,1,3,413,304,archexploration,129,51,90,6_1_3
137,29,16,39,3,19,6,1,3,414,304,archexploration,117,35,61,6_1_3
144,0,28,26,2,16,6,1,3,415,304,archexploration,20,49,74,6_1_3
132,3,20,14,5,24,6,1,3,416,304,archexploration,59,37,85,6_1_3
117,22,50,13,3,20,6,1,3,417,304,archexploration,96,66,87,6_1_3
113,32,41,27,5,26,6,1,3,418,304,archexploration,146,55,72,6_1_3
103,36,41,20,5,30,6,1,3,419,304,archexploration,158,54,78,6_1_3
122,21,12,31,5,40,6,1,3,420,304,archexploration,113,25,65,6_1_3
131,27,25,41,3,45,6,1,3,421,304,archexploration,111,38,54,6_1_3
138,8,48,26,1,19,6,1,3,422,304,archexploration,34,67,74,6_1_3
127,5,19,35,3,25,6,1,3,423,304,archexploration,45,35,64,6_1_3
120,35,32,40,2,41,6,1,3,424,304,archexploration,125,44,56,6_1_3
150,24,26,15,1,27,6,1,3,425,304,archexploration,82,45,84,6_1_3
100,40,23,27,1,16,6,1,3,426,304,archexploration,130,37,73,6_1_3
107,4,29,12,4,24,6,1,3,427,304,archexploration,52,43,87,6_1_3
105,22,43,45,4,33,6,1,3,428,304,archexploration,106,55,54,6_1_3
129,31,33,23,1,37,6,1,3,429,304,archexploration,103,47,74,6_1_3
107,32,47,49,4,17,6,1,3,430,304,archexploration,136,62,51,6_1_3
102,11,23,42,3,37,6,1,3,431,304,archexploration,63,34,56,6_1_3
109,28,14,29,1,23,6,1,3,432,304,archexploration,94,28,71,6_1_3
109,14,41,30,1,25,6,1,3,433,304,archexploration,52,55,69,6_1_3
133,40,30,42,3,34,6,1,3,434,304,archexploration,150,45,56,6_1_3
129,36,13,34,1,12,6,1,3,435,304,archexploration,118,32,66,6_1_3
132,23,40,35,2,41,6,1,3,436,304,archexploration,89,53,61,6_1_3
121,11,41,41,4,29,6,1,3,437,304,archexploration,73,56,58,6_1_3
128,38,30,25,3,37,6,1,3,438,304,archexploration,144,44,72,6_1_3
120,8,25,47,5,13,6,1,3,439,304,archexploration,74,43,53,6_1_3
124,23,32,20,1,21,6,1,3,440,304,archexploration,79,49,80,6_1_3
132,3,33,28,1,42,6,1,3,441,304,archexploration,19,46,67,6_1_3
145,27,47,15,4,21,6,1,3,442,304,archexploration,121,67,85,6_1_3
127,37,50,30,2,41,6,1,3,443,304,archexploration,131,63,66,6_1_3
121,24,42,20,1,18,6,1,3,444,304,archexploration,82,59,80,6_1_3
110,4,35,32,1,38,6,1,3,445,304,archexploration,22,47,65,6_1_3
134,20,10,23,4,33,6,1,3,446,304,archexploration,100,25,75,6_1_3
100,15,46,20,2,37,6,1,3,447,304,archexploration,65,57,76,6_1_3
139,27,40,46,1,11,6,1,3,448,304,archexploration,91,61,54,6_1_3
135,2,47,34,2,18,6,1,3,449,304,archexploration,26,66,66,6_1_3
106,36,24,10,5,40,6,1,3,450,304,archexploration,158,35,85,6_1_3
149,40,29,31,2,11,6,1,3,451,304,archexploration,140,52,69,6_1_3
120,21,11,24,1,16,6,1,3,452,304,archexploration,73,28,76,6_1_3
100,31,49,37,3,16,6,1,3,453,304,archexploration,123,63,63,6_1_3
150,36,21,33,3,34,6,1,3,454,304,archexploration,138,38,65,6_1_3
142,14,26,45,1,43,6,1,3,455,304,archexploration,52,40,51,6_1_3
106,0,18,34,2,44,6,1,3,456,304,archexploration,20,28,61,6_1_3
148,16,26,47,3,21,6,1,3,457,304,archexploration,78,46,53,6_1_3
106,7,46,11,4,10,6,1,3,458,304,archexploration,61,62,89,6_1_3
100,31,18,31,5,26,6,1,3,459,304,archexploration,143,31,68,6_1_3
124,3,44,40,4,12,6,1,3,460,304,archexploration,49,63,60,6_1_3
123,8,25,47,4,36,6,1,3,461,304,archexploration,64,39,51,6_1_3
146,36,41,45,3,32,6,1,3,462,304,archexploration,138,58,54,6_1_3
139,36,14,32,5,11,6,1,3,463,304,archexploration,158,35,68,6_1_3
123,23,32,11,2,46,6,1,3,464,304,archexploration,89,44,81,6_1_3
127,13,41,19,5,21,6,1,3,465,304,archexploration,89,58,81,6_1_3
145,19,31,23,4,41,6,1,3,466,304,archexploration,97,46,72,6_1_3
118,27,48,19,4,46,6,1,3,467,304,archexploration,121,59,74,6_1_3
141,6,43,42,3,46,6,1,3,468,304,archexploration,48,56,53,6_1_3
121,34,21,45,2,46,6,1,3,469,304,archexploration,122,32,50,6_1_3
147,1,17,37,4,17,6,1,3,470,304,archexploration,43,38,63,6_1_3
128,31,29,33,3,50,6,1,3,471,304,archexploration,123,40,59,6_1_3
135,25,24,19,3,30,6,1,3,472,304,archexploration,105,40,79,6_1_3
134,33,13,10,3,23,6,1,3,473,304,archexploration,129,31,89,6_1_3
115,28,38,30,3,13,6,1,3,474,304,archexploration,114,55,70,6_1_3
146,4,28,47,1,13,6,1,3,475,304,archexploration,22,50,53,6_1_3
133,2,12,33,4,11,6,1,3,476,304,archexploration,46,32,67,6_1_3
103,32,47,16,5,42,6,1,3,477,304,archexploration,146,57,78,6_1_3
145,28,39,39,3,15,6,1,3,478,304,archexploration,114,60,61,6_1_3
102,29,15,14,1,28,6,1,3,479,304,archexploration,97,28,85,6_1_3
126,3,10,16,3,25,6,1,3,480,304,archexploration,39,26,83,6_1_3
137,0,32,20,3,10,6,1,3,481,304,archexploration,30,53,80,6_1_3
132,9,47,23,2,17,6,1,3,482,304,archexploration,47,66,77,6_1_3
134,2,10,36,4,49,6,1,3,483,304,archexploration,46,22,57,6_1_3
126,11,14,48,1,42,6,1,3,484,304,archexploration,43,27,49,6_1_3
142,17,30,15,1,21,6,1,3,485,304,archexploration,61,49,85,6_1_3
150,9,13,34,2,32,6,1,3,486,304,archexploration,47,30,64,6_1_3
130,7,34,30,4,48,6,1,3,487,304,archexploration,61,46,63,6_1_3
114,2,31,45,2,24,6,1,3,488,304,archexploration,26,46,55,6_1_3
107,36,50,42,2,42,6,1,3,489,304,archexploration,128,61,54,6_1_3
131,13,33,31,3,35,6,1,3,490,304,archexploration,69,48,67,6_1_3
114,33,37,49,1,14,6,1,3,491,304,archexploration,109,54,51,6_1_3
125,0,41,20,1,35,6,1,3,492,304,archexploration,10,55,77,6_1_3
134,36,31,12,2,40,6,1,3,493,304,archexploration,128,45,83,6_1_3
148,32,21,15,5,34,6,1,3,494,304,archexploration,146,38,82,6_1_3
138,28,38,29,2,40,6,1,3,495,304,archexploration,104,52,67,6_1_3
141,6,27,33,2,18,6,1,3,496,304,archexploration,38,47,67,6_1_3
149,16,50,12,4,15,6,1,3,497,304,archexploration,88,72,88,6_1_3
149,27,20,17,4,36,6,1,3,498,304,archexploration,121,36,80,6_1_3
113,34,28,48,5,19,6,1,3,499,304,archexploration,152,44,52,6_1_3
